time,price
4330,94.8927
4340,95.4636
4350,95.7125
4360,94.8325
4370,95.325
4380,96.3696
4390,97.9785
4400,96.7768
4410,98.5188
4420,97.468
4430,96.2521
4440,96.8121
4450,99.1402
4460,97.5293
4470,96.6215
4480,95.0913
4490,98.1202
4500,96.0055
4510,98.0593
4520,97.0554
4530,99.2026
4540,98.9003
4550,102.741
4560,102.355
4570,104.828
4580,103.198
4590,105.547
4600,107.474
4610,105.549
4620,107.268
4630,108.484
4640,110.129
4650,110.397
4660,108.034
4670,109.562
4680,109.461
4690,110.955
4700,113.935
4710,114.251
4720,115.675
4730,115.896
4740,114.588
4750,112.681
4760,110.071
4770,109.143
4780,108.55
4790,107.643
4800,109.873
4810,108.449
4820,110.499
4830,107.481
4840,105.705
4850,102.53
4860,106.834
4870,107.118
4880,109.55
4890,108.776
4900,110.266
4910,114.228
4920,115.114
4930,114.86
4940,115.086
4950,115.154
4960,115.951
4970,117.643
4980,117.427
4990,118.564
5000,118.442
5010,122.379
5020,124.832
5030,123.62
5040,126.295
5050,122.945
5060,118.638
5070,122.258
5080,119.142
5090,121.792
5100,117.643
5110,118.041
5120,115.734
5130,118.716
5140,117.376
5150,120.115
5160,125.04
5170,122.455
5180,126.416
5190,130.72
5200,132.026
5210,131.345
5220,127.177
5230,125.328
5240,127.085
5250,129.839
5260,128.987
5270,130.316
5280,132.073
5290,132.412
5300,134.352
5310,133.208
5320,129.605
5330,123.081
5340,124.109
5350,124.11
5360,123.179
5370,122.424
5380,120.45
5390,120.922
5400,122.071
5410,118.076
5420,117.773
5430,117.583
5440,119.732
5450,122.445
5460,120.965
5470,120.841
5480,118.039
5490,119.782
5500,116.223
5510,116.567
5520,115.527
5530,116.075
5540,120.938
5550,119.49
5560,123.221
5570,121.617
5580,123.141
5590,123.215
5600,124.715
5610,128.796
5620,128.41
5630,126.679
5640,127.559
5650,128.012
5660,128.747
5670,129.575
5680,125.649
5690,128.519
5700,129.195
5710,130.64
5720,131.419
5730,132.111
5740,133.559
5750,128.347
5760,130.854
5770,130.039
5780,130.884
5790,127.554
5800,132.625
5810,129.988
5820,131.057
5830,135.226
5840,133.525
5850,135.716
5860,132.559
5870,134.536
5880,132.614
5890,132.048
5900,137.87
5910,134.191
5920,136.875
5930,138.69
5940,136.431
5950,137.299
5960,138.74
5970,136.103
5980,133.745
5990,135.839
6000,140.68
6010,137.614
6020,138.888
6030,137.653
6040,137.623
6050,135.758
6060,131.439
6070,135.11
6080,131.955
6090,131.737
6100,132.606
6110,133.407
6120,135.413
6130,137.555
6140,139.523
6150,138.818
6160,141.094
6170,136.752
6180,139.264
6190,139.15
6200,142.328
6210,140.847
6220,146.855
6230,144.114
6240,146.052
6250,145.343
6260,146.489
6270,145.097
6280,143.503
6290,144.772
6300,144.313
6310,144.906
6320,149.052
6330,145.94
6340,141.419
6350,139.193
6360,140.636
6370,145.236
6380,144.29
6390,145.53
6400,144.127
6410,142.287
6420,142.265
6430,142.399
6440,145.252
6450,145.162
6460,145.623
6470,141.915
6480,139.664
6490,140.822
6500,144.899
6510,144.768
6520,142.213
6530,139.349
6540,140.598
6550,133.693
6560,133.225
6570,136.562
6580,138.982
6590,135.65
6600,134.686
6610,129.6
6620,131.695
6630,131.015
6640,134.92
6650,133.073
6660,131.751
6670,131.151
6680,135.826
6690,135.475
6700,133.856
6710,139.008
6720,135.954
6730,132.279
6740,127.816
6750,129.559
6760,132.42
6770,134.712
6780,133.091
6790,136.091
6800,134.767
6810,134.688
6820,130.374
6830,129.621
6840,128.604
6850,131.302
6860,135.481
6870,134.481
6880,133.381
6890,137.001
6900,140.385
6910,138.322
6920,134.662
6930,134.157
6940,138.604
6950,134.848
6960,138.274
6970,134.748
6980,133.16
6990,132.29
7000,133.344
7010,130.05
7020,129.596
7030,127.548
7040,128.085
7050,125.831
7060,128.051
7070,134.425
7080,132.212
7090,129.527
7100,130.023
7110,131.071
7120,129.265
7130,128.372
7140,132.382
7150,131.8
7160,130.565
7170,132.751
7180,130.198
7190,129.271
7200,125.916
7210,130.274
7220,130.224
7230,129.699
7240,125.706
7250,124.562
7260,121.776
7270,118.058
7280,117.491
7290,117.529
7300,117.704
7310,117.15
7320,115.506
7330,109.63
7340,106.759
7350,104.314
7360,101.604
7370,99.9367
7380,96.0295
7390,94.9821
7400,90.924
7410,88.3624
7420,87.6926
7430,86.6524
7440,89.0055
7450,88.2366
7460,89.0743
7470,90.92
7480,91.3645
7490,94.1997
7500,97.7354
7510,99.9387
7520,99.3332
7530,100.904
7540,101.876
7550,101.014
7560,103.12
7570,101.25
7580,105.011
7590,105.75
7600,104.552
7610,104.802
7620,106.285
7630,106.213
7640,104.797
7650,104.409
7660,101.883
7670,102.773
7680,105.949
7690,105.557
7700,108.993
7710,108.358
7720,103.624
7730,102.644
7740,102.517
7750,104.866
7760,107.486
7770,106.329
7780,104.83
7790,102.719
7800,103.895
7810,102.504
7820,105.364
7830,105.266
7840,104.558
7850,107.232
7860,109.01
7870,105.206
7880,105.322
7890,107.728
7900,107.787
7910,106.675
7920,108.773
7930,108.416
7940,107.542
7950,108.338
7960,109.13
7970,109.796
7980,111.282
7990,111.863
8000,107.055
8010,106.58
8020,105.789
8030,104.195
8040,103.941
8050,107.945
8060,106.264
8070,105.72
8080,103.872
8090,102.693
8100,102.307
8110,101.347
8120,102.578
8130,101.815
8140,104.032
8150,103.666
8160,102.139
8170,100.63
8180,100.807
8190,99.7122
8200,100.926
8210,98.9116
8220,95.2944
8230,95.0246
8240,95.8343
8250,96.3747
8260,99.6235
8270,101.841
8280,104.198
8290,102.688
8300,99.0399
8310,98.5095
8320,97.9355
8330,97.6555
8340,98.0129
8350,96.7242
8360,98.8613
8370,100.714
8380,99.5514
8390,99.3183
8400,99.7852
8410,99.7437
8420,100.386
8430,101.049
8440,100.332
8450,99.7827
8460,96.0209
8470,97.4595
8480,97.2397
8490,99.5782
8500,99.948
8510,100.395
8520,101.236
8530,103.959
8540,99.7004
8550,100.561
8560,101.846
8570,98.8925
8580,98.8977
8590,101.745
8600,103.306
8610,104.677
8620,105.146
8630,103.955
8640,103.587
8650,103.507
8660,105.549
8670,104.957
8680,106.093
8690,106.8
8700,105.191
8710,103.804
8720,105.21
8730,103.928
8740,105.614
8750,104.712
8760,104.555
8770,103.617
8780,99.7649
8790,99.847
8800,101.118
8810,102.464
8820,99.3369
8830,95.9264
8840,94.8609
8850,94.1712
8860,94.5461
8870,94.5983
8880,97.7348
8890,98.7116
8900,100.701
8910,97.7422
8920,99.6888
8930,98.2673
8940,101.74
8950,103.728
8960,102.81
8970,98.2001
8980,98.3444
8990,100.698
9000,99.4843
9010,99.9427
9020,103.505
9030,107.344
9040,104.685
9050,105.387
9060,103.848
9070,104.399
9080,101.152
9090,99.8821
9100,97.033
9110,95.4997
9120,95.2159
9130,95.0354
9140,92.2321
9150,91.5018
9160,91.4419
9170,90.5162
9180,88.0406
9190,88.509
9200,89.0189
9210,87.6235
9220,90.7499
9230,92.845
9240,95.2958
9250,96.6771
9260,93.1611
9270,93.6583
9280,94.9876
9290,96.027
9300,95.1301
9310,93.8567
9320,92.8236
9330,94.7254
9340,93.6765
9350,94.7989
9360,95.0321
9370,92.6952
9380,94.5195
9390,94.5874
9400,97.7495
9410,98.5798
9420,98.7377
9430,97.6951
9440,95.6714
9450,95.6671
9460,93.3362
9470,92.2256
9480,90.5579
9490,91.4327
9500,89.4312
9510,88.2251
9520,88.1741
9530,88.7595
9540,86.7575
9550,85.6309
9560,83.7733
9570,83.539
9580,81.8517
9590,83.7134
9600,85.2606
9610,84.128
9620,85.0037
9630,81.9941
9640,83.4802
9650,87.1992
9660,84.6539
9670,85.7258
9680,86.1012
9690,84.7113
9700,85.8688
9710,88.77
9720,90.1276
9730,92.4248
9740,95.0036
9750,92.6679
9760,94.6853
9770,93.4376
9780,95.6308
9790,95.3946
9800,95.8792
9810,98.1807
9820,97.3964
9830,95.8693
9840,95.544
9850,95.4511
9860,96.0324
9870,95.4938
9880,96.8594
9890,96.8338
9900,97.8723
9910,99.9202
9920,99.1434
9930,100.281
9940,100.779
9950,99.3311
9960,99.9369
9970,96.7829
9980,96.1826
9990,96.974
10000,94.9658
10010,92.3089
10020,94.0228
10030,93.011
10040,94.473
10050,94.5093
10060,92.3572
10070,90.5178
10080,91.874
10090,91.2392
10100,89.0491
10110,88.8871
10120,87.529
10130,88.0995
10140,88.7934
10150,88.8463
10160,91.1861
10170,89.0274
10180,89.5521
10190,88.0618
10200,88.4149
10210,91.0624
10220,91.1086
10230,89.4577
10240,87.4657
10250,87.8506
10260,87.2868
10270,87.8217
10280,85.6703
10290,83.6532
10300,82.8
10310,82.819
10320,81.0905
10330,81.9392
10340,83.5828
10350,81.3113
10360,81.953
10370,81.7098
10380,80.0572
10390,81.6684
10400,82.2908
10410,81.7801
10420,80.2607
10430,78.4327
10440,81.5736
10450,82.2136
10460,82.5415
10470,84.0032
10480,84.1576
10490,83.5968
10500,85.4713
10510,88.2838
10520,87.6796
10530,89.2663
10540,90.9793
10550,89.5635
10560,87.6714
10570,86.5907
10580,86.8037
10590,88.0868
10600,88.7359
10610,87.4472
10620,89.348
10630,87.6431
10640,87.4218
10650,88.5453
10660,89.0048
10670,88.2002
10680,88.7654
10690,87.4268
10700,89.9613
10710,90.3167
10720,92.4496
10730,92.7902
10740,92.0361
10750,95.7841
10760,95.2644
10770,92.4885
10780,95.0196
10790,96.3481
10800,98.2195
10810,96.8484
10820,96.0619
10830,99.1678
10840,103.347
10850,105.006
10860,107.468
10870,110.762
10880,109.479
10890,113.322
10900,114.151
10910,112.645
10920,112.989
10930,116.58
10940,116.308
10950,116.067
10960,115.758
10970,115.223
10980,115.611
10990,118.15
11000,119.662
11010,122.904
11020,126.562
11030,127.201
11040,127.925
11050,129.425
11060,127.041
11070,126.398
11080,128.935
11090,132.279
11100,127.618
11110,129.97
11120,131.907
11130,127.843
11140,128.092
11150,133.756
11160,134.722
11170,130.911
11180,131.196
11190,131.709
11200,128.496
11210,129.996
11220,128.651
11230,127.074
11240,126.395
11250,126.18
11260,124.369
11270,124.245
11280,126.743
11290,120.355
11300,118.262
11310,115.061
11320,116.606
11330,117.192
11340,115.351
11350,110.478
11360,112.585
11370,110.935
11380,112.982
11390,113.373
11400,114.669
11410,115.767
11420,115.088
11430,118.322
11440,117.052
11450,117.102
11460,112.994
11470,112.466
11480,109.904
11490,112.025
11500,111.65
11510,111.091
11520,110.936
11530,109.414
11540,111.73
11550,114.281
11560,115.481
11570,113.385
11580,116.071
11590,115.352
11600,114.937
11610,118.968
11620,115.968
11630,116.881
11640,114.657
11650,115.11
11660,118.619
11670,113.712
11680,110.995
11690,113.433
11700,115.9
11710,117.132
11720,115.877
11730,118.558
11740,117.526
11750,116.679
11760,115.389
11770,115.28
11780,120.571
11790,119.052
11800,119.436
11810,121.312
11820,120.909
11830,120.056
11840,121.706
11850,123.071
11860,120.725
11870,123.982
11880,123.185
11890,122.238
11900,123.49
11910,122.044
11920,120.14
11930,123.281
11940,123.816
11950,120.336
11960,116.877
11970,115.942
11980,119.167
11990,117.27
12000,122.051
12010,126.028
12020,126.531
12030,128.062
12040,125.819
12050,125.917
12060,126.258
12070,129.948
12080,129.852
12090,129.511
12100,127.242
12110,129.358
12120,129.036
12130,128.444
12140,128.41
12150,129.086
12160,125.366
12170,128.036
12180,130.805
12190,127.508
12200,125.723
12210,126.896
12220,128.523
12230,125.65
12240,121.474
12250,119.945
12260,116.257
12270,119.857
12280,120.234
12290,118.935
12300,116.455
12310,115.494
12320,116.489
12330,118.809
12340,118.561
12350,114.614
12360,114.247
12370,116.646
12380,117.373
12390,119.638
12400,120.146
12410,119.417
12420,119.714
12430,120.487
12440,122.311
12450,117.721
12460,117.913
12470,119.19
12480,119.269
12490,120.589
12500,121.403
12510,121.077
12520,119.436
12530,118.732
12540,120.156
12550,117.219
12560,110.281
12570,111.449
12580,110.199
12590,109.654
12600,111.391
12610,110.796
12620,109.242
12630,107.947
12640,109.096
12650,107.65
12660,106.891
12670,106.367
12680,103.798
12690,106.034
12700,106.744
12710,106.13
12720,107.992
12730,106.988
12740,107.675
12750,109.578
12760,106.308
12770,109.193
12780,104.315
12790,104.912
12800,102.37
12810,100.431
12820,100.454
12830,100.838
12840,101.715
12850,104.457
12860,106.2
12870,107.624
12880,109.69
12890,105.915
12900,105.663
12910,106.174
12920,105.802
12930,105.243
12940,106.761
12950,108.437
12960,108.597
12970,109.356
12980,106.2
12990,107.896
13000,105.204
13010,103.58
13020,104.006
13030,104.972
13040,104.922
13050,103.254
13060,104.448
13070,104.212
13080,102.433
13090,104.618
13100,106.394
13110,105.763
13120,104.115
13130,106.076
13140,105.369
13150,106.952
13160,109.641
13170,109.114
13180,106.889
13190,106.289
13200,104.792
13210,102.606
13220,101.969
13230,103.314
13240,104.197
13250,105.667
13260,107.132
13270,106.423
13280,103.036
13290,100.413
13300,99.7509
13310,100.246
13320,102.929
13330,102.053
13340,103.214
13350,105.804
13360,106.602
13370,105.847
13380,106.154
13390,108.573
13400,109.272
13410,108.436
13420,108.543
13430,105.382
13440,107.342
13450,107.55
13460,106.16
13470,107.063
13480,107.21
13490,107.5
13500,108.785
13510,104.494
13520,102.947
13530,102.942
13540,104.462
13550,103.671
13560,102.76
13570,105.276
13580,105.655
13590,107.416
13600,109.72
13610,112.744
13620,110.8
13630,108.529
13640,107.633
13650,106.707
13660,105.821
13670,104.638
13680,103.514
13690,100.864
13700,103.125
13710,105.564
13720,104.442
13730,103.623
13740,102.301
13750,100.16
13760,96.1993
13770,94.1823
13780,95.1649
13790,96.386
13800,97.7425
13810,94.5257
13820,93.6668
13830,95.1376
13840,94.6986
13850,91.8556
13860,92.5222
13870,92.8732
13880,91.586
13890,91.9028
13900,93.5371
13910,94.3615
13920,93.6918
13930,95.4418
13940,94.3599
13950,93.5238
13960,92.5286
13970,90.4182
13980,88.0008
13990,89.9976
14000,92.7935
14010,91.2919
14020,93.3634
14030,93.8259
14040,92.9635
14050,96.4762
14060,96.1674
14070,97.4138
14080,97.0738
14090,96.3495
14100,98.3847
14110,100.999
14120,103.132
14130,104.344
14140,105.513
14150,107.526
14160,105.69
14170,101.762
14180,104.428
14190,104.388
14200,103.218
14210,102.417
14220,105.688
14230,106.177
14240,106.592
14250,105.483
14260,104.685
14270,105.489
14280,104.794
14290,103.25
14300,105.623
14310,105.706
14320,104.422
14330,105.844
14340,106.429
14350,106.63
14360,107.968
14370,107.057
14380,106.501
14390,106.539
14400,108.722
14410,108.683
14420,111.301
14430,112.149
14440,110.156
14450,107.338
14460,106.883
14470,105.531
14480,105.697
14490,106.936
14500,106.377
14510,106.184
14520,103.989
14530,104.026
14540,104.997
14550,100.831
14560,97.9499
14570,98.3274
14580,101.872
14590,99.0797
14600,96.5539
14610,97.1008
14620,93.7692
14630,94.6403
14640,96.2404
14650,94.9428
14660,93.6062
14670,92.9284
14680,97.527
14690,97.2364
14700,98.4096
14710,101.012
14720,98.181
14730,100.044
14740,101.555
14750,98.2907
14760,99.4593
14770,101.43
14780,102.753
14790,98.736
14800,96.9176
14810,96.2916
14820,93.2283
14830,92.4195
14840,94.3639
14850,95.8422
14860,94.7026
14870,94.5794
14880,91.2203
14890,90.4739
14900,89.3572
14910,91.9886
14920,92.8887
14930,93.1455
14940,93.0419
14950,92.7318
14960,94.7099
14970,94.879
14980,96.1896
14990,97.3692
15000,95.0367
15010,95.8062
15020,93.8612
15030,93.4498
15040,94.8168
15050,94.3124
15060,92.7446
15070,94.0137
15080,96.1728
15090,97.034
15100,97.642
15110,99.4456
15120,100.414
15130,104.3
15140,103.859
15150,101.114
15160,101.408
15170,99.1084
15180,99.6911
15190,104.198
15200,100.664
15210,100.528
15220,100.326
15230,101.125
15240,102.033
15250,102.666
15260,104.748
15270,101.308
15280,99.1956
15290,97.2374
15300,97.0811
15310,96.7912
15320,96.087
15330,95.0282
15340,93.8789
15350,96.9008
15360,93.8342
15370,93.8628
15380,92.4542
15390,91.9119
15400,93.7814
15410,93.1813
15420,95.965
15430,97.4723
15440,100.146
15450,98.7393
15460,99.071
15470,100.543
15480,100.165
15490,101.457
15500,102.9
15510,103.498
15520,104.029
15530,103.043
15540,101.096
15550,99.7646
15560,96.6433
15570,97.3136
15580,95.3075
15590,96.5005
15600,95.4704
15610,97.7849
15620,99.2816
15630,96.3945
15640,99.5456
15650,100.013
15660,101.724
15670,102.252
15680,100.68
15690,103.33
15700,104.481
15710,104.465
15720,103.975
15730,98.0756
15740,97.5865
15750,98.5053
15760,99.8386
15770,101.573
15780,102.227
15790,102.43
15800,102.543
15810,103.312
15820,103.349
15830,103.799
15840,105.1
15850,102.847
15860,104.959
15870,102.564
15880,102.472
15890,102.809
15900,102.021
15910,101.415
15920,101.633
15930,102.168
15940,104.229
15950,101.154
15960,102.863
15970,103.441
15980,100.945
15990,107.161
16000,106.006
16010,104.353
16020,105.614
16030,107.27
16040,104.474
16050,104.286
16060,104.759
16070,103.845
16080,106.223
16090,106.99
16100,104.564
16110,106.378
16120,104.908
16130,104.468
16140,107.352
16150,106.944
16160,106.522
16170,105.22
16180,103.843
16190,100.823
16200,102.483
16210,105.24
16220,106.469
16230,109.168
16240,107.058
16250,108.279
16260,103.446
16270,104.851
16280,107.77
16290,104.123
16300,99.9629
16310,99.5808
16320,102.983
16330,101.591
16340,101.733
16350,99.8787
16360,98.6175
16370,99.3346
16380,103.348
16390,104.774
16400,108.4
16410,110.426
16420,109.929
16430,110.997
16440,108.085
16450,107.893
16460,107.096
16470,106.556
16480,107.571
16490,108.866
16500,109.013
16510,111.36
16520,109.358
16530,109.956
16540,112.531
16550,113.024
16560,113.04
16570,115.316
16580,113.996
16590,114.527
16600,112.758
16610,112.705
16620,110.64
16630,109.3
16640,108.93
16650,105.786
16660,106.442
16670,107.609
16680,105.82
16690,108.025
16700,104.881
16710,102.078
16720,100.852
16730,100.604
16740,101.324
16750,98.1867
16760,95.5144
16770,95.496
16780,96.9299
16790,94.913
16800,97.6215
16810,102.046
16820,104.301
16830,106.384
16840,101.495
16850,100.802
16860,98.5776
16870,97.3247
16880,97.962
16890,97.5351
16900,96.807
16910,95.5991
16920,96.375
16930,93.8095
16940,94.9034
16950,93.3546
16960,94.5258
16970,92.3946
16980,90.5769
16990,92.0768
17000,93.2683
17010,93.3938
17020,91.2606
17030,91.1933
17040,90.4929
17050,90.9566
17060,89.0726
17070,90.4059
17080,92.0489
17090,91.6011
17100,92.9969
17110,89.5649
17120,89.6968
17130,89.7718
17140,90.148
17150,87.5689
17160,83.7687
17170,86.2449
17180,88.3706
17190,89.7035
17200,87.415
17210,89.1488
17220,90.0816
17230,92.1529
17240,92.5436
17250,92.0154
17260,90.6012
17270,89.6786
17280,89.2394
17290,87.7206
17300,86.3039
17310,85.535
17320,86.6851
17330,90.5962
17340,89.2028
17350,90.8775
17360,94.2032
17370,91.3232
17380,89.7479
17390,87.1785
17400,87.1145
17410,88.9063
17420,88.3088
17430,88.5895
17440,87.7348
17450,90.0689
17460,88.5107
17470,86.8469
17480,86.9551
17490,85.5639
17500,87.0575
17510,86.0381
17520,89.5693
17530,90.6716
17540,93.0458
17550,92.2194
17560,92.9078
17570,93.5727
17580,93.7795
17590,93.6059
17600,90.6318
17610,91.2768
17620,91.3014
17630,92.3896
17640,94.4178
17650,95.5678
17660,96.3519
17670,95.5572
17680,94.8953
17690,96.4194
17700,97.4968
17710,99.6403
17720,104.133
17730,105.91
17740,101.82
17750,102.208
17760,99.8375
17770,101.479
17780,99.1539
17790,99.1424
17800,101.184
17810,103.01
17820,101.67
17830,103.496
17840,101.037
17850,98.2436
17860,101.158
17870,99.1717
17880,98.6715
17890,101.52
17900,98.9938
17910,99.7057
17920,100.214
17930,104.397
17940,104.258
17950,104.462
17960,103.46
17970,105.569
17980,108.362
17990,107.301
18000,107.216
18010,107.227
18020,109.067
18030,110.631
18040,115.089
18050,113.32
18060,112.265
18070,111.955
18080,111.831
18090,114.851
18100,114.87
18110,120.155
18120,115.648
18130,114.03
18140,112.097
18150,108.814
18160,106.348
18170,107.884
18180,104.707
18190,104.291
18200,104.62
18210,105.336
18220,102.64
18230,104.545
18240,106.352
18250,107.493
18260,110.333
18270,112.508
18280,114.396
18290,112.324
18300,112.433
18310,113.723
18320,113.142
18330,113.316
18340,111.861
18350,112.671
18360,112.284
18370,109.496
18380,109.359
18390,104.224
18400,104.177
18410,106.208
18420,103.573
18430,104.014
18440,102.056
18450,98.4666
18460,98.7643
18470,96.5735
18480,96.0546
18490,96.2455
18500,98.7904
18510,102.252
18520,101.756
18530,100.507
18540,100.45
18550,104.374
18560,99.3533
18570,96.7231
18580,95.5069
18590,95.3071
18600,96.2942
18610,99.4328
18620,101.814
18630,99.1704
18640,99.1289
18650,99.9972
18660,98.591
18670,99.246
18680,101.23
18690,99.0826
18700,100.133
18710,99.4122
18720,99.515
18730,101.962
18740,99.9836
18750,98.4144
18760,99.0034
18770,102.73
18780,102.893
18790,102.961
18800,103.863
18810,101.472
18820,101.084
18830,99.4315
18840,100.223
18850,102.923
18860,101.566
18870,103.688
18880,103.14
18890,101.142
18900,100.241
18910,100.5
18920,102.834
18930,102.637
18940,101.9
18950,103.08
18960,106.534
18970,106.867
18980,108.372
18990,107.805
19000,108.748
19010,106.614
19020,108.322
19030,106.693
19040,105.3
19050,105.682
19060,103.269
19070,105.855
19080,109.708
19090,106.973
19100,111.349
19110,111.128
19120,109.109
19130,107.267
19140,106.984
19150,107.624
19160,105.271
19170,103.576
19180,103.559
19190,104.145
19200,101.63
19210,100.871
19220,98.3539
19230,98.0442
19240,96.6389
19250,98.1749
19260,97.0668
19270,98.4842
19280,98.2946
